Gene Name	Concentration in g/L
EHD1	0.000010000000000
EHD2	0.000001500000000
EHD3	0.000015000000000
EHD4	0.000000440000000
RPS2	0.000000320000000
RPS3	0.000000560000000
MSMP	0.000000030000000
RPS5	0.000000880000000
RPS6	0.000000320000000
INS	0.000000440000000
RPS7	0.000000820000000
RPS8	0.000000290000000
RPS9	0.000000064000000
PLCB1	0.000000006600000
PLCB2	0.000000011000000
HMGCL	0.000000034000000
PLCB3	0.000000210000000
COL18A1	0.000290000000000
RPSA	0.000001200000000
DDX3X	0.000000260000000
ADIPOQ	0.004655000000000
HSBP1	0.000000012000000
SF1	0.000000130000000
ECI1	0.000007300000000
DSP	0.000100000000000
DST	0.000000016000000
CLEC3B	0.015750000000000
CETP	0.001430000000000
SFN	0.000029000000000
DDX46	0.000000013000000
SH3BGRL	0.000013000000000
HLA-A	0.000170000000000
HLA-B	0.000190000000000
CYC1	0.000000045000000
HLA-C	0.000240000000000
CLEC11A	0.000001300000000
HLA-E	0.000100000000000
HLA-F	0.000015000000000
HLA-G	0.000050000000000
PTER	0.000000008600000
B4GAT1	0.000057000000000
FSTL1	0.000034000000000
FSTL3	0.000007000000000
PA2G4	0.000002300000000
CYCS	0.000170000000000
C5orf46	0.000000054000000
CDKN2A	0.000000018000000
L1CAM	0.000067000000000
DYNLL1	0.000000890000000
DYNLL2	0.000001000000000
TGFB1I1	0.000000800000000
TNIK	0.000000160000000
ITGBL1	0.000000037000000
ITPA	0.000000120000000
GARS1	0.000000560000000
TINAGL1	0.000000370000000
CLEC4M	0.000003400000000
SELENBP1	0.000059000000000
TDRP	0.000000052000000
TINAG	0.000000040000000
ALDH6A1	0.000000037000000
DHX9	0.000000360000000
SLC4A1	0.000022000000000
LAYN	0.000000340000000
PCBD1	0.000000170000000
GNL1	0.000000011000000
ITGA1	0.000006300000000
ITGA2	0.000043000000000
GNL3	0.000000013000000
ITGA3	0.000000170000000
NDRG1	0.000000200000000
COPB1	0.000000330000000
COPB2	0.000000063000000
ITGA4	0.000000120000000
NDRG2	0.000000460000000
ITGA5	0.000026000000000
F11R	0.000001900000000
ITGA6	0.000003300000000
ITGA7	0.000001200000000
ITGA8	0.000000200000000
ITGA9	0.000000500000000
INPP5B	0.000000008400000
NLN	0.000000064000000
INPP5D	0.000004400000000
COX6A1	0.000000085000000
COMP	0.001500000000000
ITGAE	0.000000038000000
COMT	0.000000043000000
ATP6V1B2	0.000000310000000
TRABD2A	0.000000018000000
ITGAL	0.000001600000000
TRABD2B	0.000000041000000
ITGAM	0.000001000000000
DUT	0.000000031000000
DMTN	0.000002400000000
SHH	0.000005500000000
ITGAV	0.000002000000000
ITGAX	0.000000050000000
GNLY	0.000001458500000
TSFM	0.000000009200000
LCAT	0.006450000000000
XDH	0.000000077000000
IGF1	0.000215000000000
IGF2	0.000905000000000
SEC22B	0.000000091000000
ITGB1	0.000270000000000
ITGB2	0.000003300000000
ITGB3	0.000038000000000
ITGB4	0.000000980000000
ITGB5	0.000000064000000
EMC1	0.000000014000000
IDH3A	0.000000110000000
ITGB7	0.000000130000000
PSAT1	0.000002400000000
IDH3B	0.000000008300000
EMC2	0.000000011000000
LEAP2	0.000000790000000
ADM2	0.000000061000000
IDH3G	0.000000019000000
KCTD12	0.000021000000000
CLYBL	0.000000007300000
COX6B1	0.000000150000000
NRCAM	0.000110000000000
SNRNP70	0.000000074000000
GNMT	0.000000390000000
EMCN	0.000000470000000
STAT1	0.000000092000000
STAT3	0.000000055000000
CLEC14A	0.000004100000000
F13B	0.004700000000000
TTLL12	0.000000140000000
CD200R1	0.000002000000000
FASN	0.000003400000000
SEC23A	0.000000083000000
SEC23B	0.000000016000000
POMC	0.000000380000000
HSPA13	0.000003300000000
NAA15	0.000000140000000
NNT	0.000000110000000
IGHV3-7	0.039000000000000
ALG13	0.000011000000000
ECM1	0.008700000000000
ECM2	0.000010000000000
HSPA1A	0.000047000000000
MSR1	0.000000067000000
S100A10	0.000000270000000
S100A11	0.000007900000000
S100A12	0.000018650000000
S100A13	0.000000036000000
HSPA1L	0.000053000000000
S100A14	0.000000260000000
HMOX1	0.000000170000000
HMOX2	0.000000012000000
FAT1	0.000004600000000
S100A16	0.000000190000000
FAT2	0.000000300000000
FAT3	0.000000004700000
BLMH	0.000042000000000
FAT4	0.000002300000000
TREM2	0.000000050000000
MSRA	0.000000055000000
LMNB1	0.000002100000000
LMNB2	0.000000110000000
IGLV5-37	0.000014000000000
ACE	0.000135000000000
ATXN10	0.000000040000000
AP2A1	0.000000061000000
AP2A2	0.000010000000000
NOLC1	0.000000044000000
CRYL1	0.000000690000000
PON1	0.056500000000000
PON2	0.000000160000000
PON3	0.001090000000000
PLCG2	0.000000008200000
SEC24B	0.000000014000000
TYRO3	0.000017000000000
PCSK1N	0.000003300000000
COPA	0.000000150000000
COPE	0.000000066000000
CHRDL1	0.000000610000000
IGHD	0.014000000000000
CHRDL2	0.000009700000000
IGHE	0.000077000000000
GNG11	0.000003400000000
GNG12	0.000000550000000
PSMD10	0.000000250000000
PSMD11	0.000000095000000
SUB1	0.000000120000000
PSMD12	0.000000073000000
PSMD13	0.000000081000000
PSMD14	0.000000026000000
IGHM	0.110000000000000
ATP6V1E1	0.000000034000000
ISLR2	0.000000110000000
TMEM108	0.000000055000000
GIT1	0.000000036000000
ADA	0.000000470000000
SAT2	0.000000011000000
IGLV5-45	0.000160000000000
PPP1R9B	0.000420000000000
AP2B1	0.000000380000000
ADK	0.000000920000000
ADM	0.000000185500000
AGMAT	0.000000240000000
TYRP1	0.000000051000000
PRRC1	0.000000170000000
MAGED2	0.000000120000000
NPL	0.000000190000000
SLC9A1	0.000000021000000
PGRMC1	0.000001200000000
PGRMC2	0.000000076000000
PTK2	0.000000025000000
SLC9A9	0.000000280000000
NPY	0.000015510500000
PTK7	0.000012000000000
TOMM22	0.000000230000000
PCDHGC3	0.000001200000000
PHYHD1	0.000000036000000
B3GAT3	0.000000990000000
ECPAS	0.000000005400000
COASY	0.000000020000000
RCN1	0.000009400000000
RCN2	0.000000092000000
RCN3	0.000001600000000
YKT6	0.000000023000000
SFPQ	0.000000640000000
SLK	0.000000140000000
HDGF	0.000000790000000
IGLV5-52	0.000001200000000
SUCO	0.000000045000000
TAC3	0.000000130000000
CBFB	0.000000018000000
MSTN	0.000007600000000
GPR37	0.000000900000000
FAM177A1	0.000000170000000
MMP10	0.000000770000000
MYH10	0.000028000000000
MMP11	0.000000640000000
PYGB	0.000014000000000
MYH11	0.000023000000000
MYH13	0.000029000000000
MMP14	0.000001400000000
MYH14	0.000009600000000
MMP19	0.000002100000000
CNPY2	0.000000220000000
PYGL	0.000016000000000
CNPY3	0.000004100000000
COPG1	0.000000057000000
PYGM	0.000010000000000
PAIP1	0.000000060000000
PAIP2	0.000000021000000
CAPZB	0.000006600000000
FAH	0.000220000000000
NOTUM	0.000001900000000
FAP	0.000083000000000
ILF2	0.000003400000000
FAS	0.000006210000000
ILF3	0.000001600000000
EHBP1L1	0.000000110000000
FARSA	0.000000055000000
ATP6V1G1	0.000000096000000
FARSB	0.000000028000000
TOMM34	0.000000026000000
IGHV7-81	0.000270000000000
OXCT1	0.000000440000000
GFAP	0.000170000000000
HSPA4L	0.000001000000000
PMPCB	0.000000019000000
UBXN1	0.000000045000000
ST3GAL1	0.000000860000000
SMS	0.000000016000000
ST3GAL4	0.000000015000000
ST3GAL6	0.000005800000000
HLA-DPA1	0.000000240000000
LZIC	0.000000160000000
PBDC1	0.000000014000000
IVL	0.000004700000000
AFM	0.031850000000000
AFP	0.000076500000000
TSKU	0.000006200000000
MANF	0.000007500000000
MMP25	0.000000120000000
SPTBN1	0.000001500000000
CAVIN1	0.000000440000000
FBL	0.000000079000000
CAVIN2	0.000088000000000
TMEM130	0.000000009400000
TOMM40	0.000000045000000
ALDH1L1	0.000003000000000
GSTZ1	0.000000340000000
PTMA	0.000001200000000
AGA	0.000036000000000
FURIN	0.000000130000000
CHCHD3	0.000000013000000
SWAP70	0.000000021000000
HLA-DPB1	0.000000470000000
PTMS	0.000000300000000
IGKV3D-7	0.003700000000000
ASMTL	0.000000017000000
AGL	0.000000450000000
TSLP	0.000000038000000
MAOB	0.000000110000000
AGT	0.032502950000000
NSF	0.000000059000000
AMIGO2	0.000000390000000
FUT11	0.000001200000000
CD2AP	0.000000058000000
IL36RN	0.000000110000000
IGHV1-18	0.004700000000000
TNFRSF14	0.000000110000000
VEGFA	0.000000308500000
VEGFB	0.000000190000000
VEGFC	0.000000360000000
ADSL	0.000000440000000
VEGFD	0.000000520000000
TNFRSF17	0.000002000000000
CYTL1	0.000000270000000
TNFRSF1A	0.000000294000000
TNFRSF1B	0.000005650000000
MAP4	0.000000880000000
NADK2	0.000000030000000
EREG	0.000000046000000
AKR1A1	0.000007600000000
ANK1	0.000004200000000
SPESP1	0.000000052000000
MAPT	0.000000007100000
NTM	0.000058000000000
NTS	0.000001600000000
IGHV1-24	0.003100000000000
CD14	0.006400000000000
SKP1	0.000000880000000
TNFRSF21	0.000002300000000
ANTXR1	0.000011000000000
ANTXR2	0.000013000000000
VBP1	0.000000015000000
CRLF3	0.000000210000000
SPN	0.000000270000000
HMGN2	0.000000640000000
CD1C	0.000000200000000
G3BP1	0.000000280000000
LYNX1	0.000000310000000
CD1D	0.000000880000000
HMGN5	0.000000041000000
G3BP2	0.000000047000000
IGBP1	0.000000048000000
SPR	0.000000180000000
SPX	0.000002700000000
ERFE	0.000000280000000
AIP	0.000000013000000
AKR1B1	0.000001500000000
RPS10	0.000000130000000
RPS11	0.000000039000000
RPS12	0.000000450000000
RPS13	0.000000190000000
RPS14	0.000000810000000
RPS15	0.000000460000000
TNS1	0.000000047000000
RPS16	0.000000066000000
RPS17	0.000000340000000
TNS3	0.000000008100000
RPS18	0.000000120000000
RPS19	0.000000260000000
CEACAM1	0.000130000000000
CEACAM5	0.000023000000000
CEACAM6	0.000086000000000
RTN4RL1	0.000000035000000
IFNA1	0.000000010000000
CEACAM8	0.000009200000000
RTN4RL2	0.000027000000000
IFNA2	0.000000250000000
OLR1	0.000001100000000
CD22	0.000000013000000
TRIP10	0.000000024000000
ATP6AP1	0.000000700000000
CD27	0.000000100000000
ATP6AP2	0.000000140000000
TRIP13	0.000000078000000
PTPA	0.000004300000000
CLNS1A	0.000000017000000
CSTF1	0.000000210000000
CSTF2	0.000000014000000
REG1A	0.000068000000000
REG1B	0.000032000000000
C1S	0.053500000000000
TACC1	0.000000047000000
TACC2	0.000000032000000
RAB3GAP1	0.000000006300000
TACC3	0.000000011000000
HS1BP3	0.000000054000000
RPS20	0.000000210000000
AKR1C3	0.000019000000000
RPS21	0.000000250000000
AKR1C4	0.000003800000000
RPS23	0.000000180000000
RPS24	0.000000090000000
RPS25	0.000000150000000
RHOA	0.000001500000000
RPS28	0.000000730000000
EML2	0.000000180000000
RHOG	0.000000086000000
PGAM1	0.000120000000000
EML4	0.000000025000000
PGAM2	0.000038000000000
IFNB1	0.000000003800000
YARS1	0.000001400000000
CAMK1	0.000000110000000
IGKV5-2	0.000004700000000
MFNG	0.000000074000000
CD33	0.000003400000000
CD34	0.000093000000000
NFASC	0.000002200000000
IGHV1-45	0.000380000000000
IGHV1-46	0.002900000000000
CD36	0.000005300000000
SRC	0.000003200000000
AK1	0.000024000000000
AK2	0.000001100000000
AK3	0.000000031000000
AK4	0.000000039000000
CTSA	0.000028000000000
CTSB	0.000100000000000
SRI	0.000001100000000
CTSC	0.000019000000000
CTSD	0.000370000000000
PLAA	0.000012000000000
SRL	0.000000230000000
CTSF	0.000005800000000
SRM	0.000000026000000
NIBAN1	0.000000120000000
CTSG	0.000000330000000
NIBAN2	0.000001500000000
DENR	0.000000200000000
CTSH	0.000008700000000
VSTM2A	0.000000031000000
MANEAL	0.000000047000000
LTA4H	0.000086000000000
CTSL	0.000017000000000
PYM1	0.000000027000000
CTSO	0.000000025000000
RPLP0	0.000000770000000
CTSS	0.000023000000000
RPLP1	0.000002000000000
RPLP2	0.000002900000000
CNTNAP4	0.000002800000000
CTSV	0.000000370000000
CTSW	0.000000270000000
PLAT	0.000005005000000
IRAG1	0.000000220000000
PLAU	0.000000369000000
IRAG2	0.000000006700000
CTSZ	0.000088000000000
HSD17B1	0.000000019000000
SMARCA2	0.000000019000000
ACIN1	0.000000030000000
HSD17B4	0.000000450000000
AKR1D1	0.000000061000000
HSD17B8	0.000000097000000
ACTL6A	0.000000018000000
FGA	0.070205000000000
FGB	0.110000000000000
NUDT16	0.000000038000000
HBEGF	0.000000120000000
FGG	0.171500000000000
RPS3A	0.000000300000000
CD40	0.000000710000000
C1QTNF1	0.000155020000000
C1QTNF3	0.000034000000000
CD44	0.001200000000000
C1QTNF5	0.000110750000000
SSB	0.000000093000000
C1QTNF6	0.000350000000000
CD46	0.000001000000000
CD47	0.000000049000000
IGHV1-58	0.000120000000000
C1QTNF7	0.000240000000000
CD48	0.000002000000000
C1QTNF9	0.000210000000000
LRRFIP1	0.000000580000000
KLKB1	0.017150000000000
LRRFIP2	0.000000150000000
NNMT	0.000000410000000
PUF60	0.000000070000000
REG3A	0.000023000000000
EWSR1	0.000000059000000
ALB	40.000000000000000
WIPF1	0.000000520000000
CTTN	0.000011000000000
ARPP19	0.000000270000000
SAR1A	0.000000660000000
MXRA5	0.000002600000000
SAR1B	0.000000430000000
MXRA7	0.000000100000000
MXRA8	0.000000760000000
GLIPR1	0.000000064000000
GLIPR2	0.000019000000000
GALC	0.000000053000000
COL1A1	0.000080000000000
COL1A2	0.000027000000000
GALE	0.000000016000000
PCBP1	0.000001600000000
PCBP2	0.000000970000000
ANO6	0.000000047000000
IL10RB	0.000001600000000
NUDT21	0.000000012000000
GALM	0.000000620000000
TFF1	0.000000950000000
TFF2	0.000000890000000
TFF3	0.000078250000000
GALT	0.000000260000000
TNPO1	0.000000130000000
MUC1	0.000004000000000
PIP4K2A	0.000004900000000
PRKACA	0.000000170000000
PRKACB	0.000000130000000
MUC6	0.000000075000000
CD55	0.000196000000000
TSR1	0.000000013000000
CD58	0.000006500000000
IGHV1-69	0.002700000000000
CD59	0.000058000000000
C4A	0.060170000000000
C4B	0.120000000000000
RPS4X	0.000000980000000
ALOX12	0.000000049000000
KDR	0.000011000000000
TNFRSF6B	0.000000410000000
MFAP2	0.000000210000000
PSTPIP2	0.000001500000000
CD5L	0.004150000000000
MFAP4	0.000110000000000
MFAP5	0.000003200000000
AMH	0.000000940000000
PBLD	0.000001100000000
SPP1	0.000091500000000
TXN2	0.000000084000000
SPP2	0.000480000000000
SMARCC1	0.000000031000000
SMARCC2	0.000000011000000
OSCAR	0.000084000000000
CPXM1	0.000000490000000
CPXM2	0.000000062000000
PCYT2	0.000000084000000
GAMT	0.000000420000000
BOLA2B	0.000000390000000
GOLIM4	0.000001000000000
AMY1A	0.000070000000000
DTD1	0.000000350000000
AMY1B	0.000070000000000
AMY1C	0.000070000000000
MANBA	0.000015000000000
PLD3	0.000000450000000
PLD4	0.000002900000000
LCN1	0.000003800000000
LCN2	0.000445000000000
IGLL1	0.048000000000000
GCHFR	0.000000170000000
LYPD3	0.000007600000000
IGLL5	0.053000000000000
IGKV3-11	0.018000000000000
IGKV3-15	0.007200000000000
UNC13D	0.000001500000000
OPLAH	0.000000034000000
NIT1	0.000000089000000
NIT2	0.000001700000000
PPP2R1A	0.000002000000000
ANG	0.000360000000000
RNPEP	0.000007800000000
PAH	0.000000040000000
ACAA1	0.000004700000000
ACAA2	0.000003800000000
SBSPON	0.000000040000000
PAM	0.000098000000000
COL10A1	0.000000160000000
RO60	0.000000050000000
GP1BA	0.001600000000000
GP1BB	0.000004400000000
RPRD1B	0.000000028000000
MAVS	0.000000600000000
TNXB	0.001500000000000
AMY2B	0.000077000000000
DERA	0.000000320000000
CD74	0.000000210000000
KRT1	0.035000000000000
CORO1A	0.000045000000000
KRT2	0.009700000000000
CORO1B	0.000000960000000
KRT3	0.000280000000000
IGKV3-20	0.020000000000000
CORO1C	0.000013000000000
KRT4	0.000600000000000
KRT5	0.003600000000000
PLEC	0.000007400000000
KRT7	0.001300000000000
KRT8	0.001700000000000
CDC42BPB	0.000000012000000
KRT9	0.024000000000000
PLEK	0.000380000000000
NAE1	0.000000100000000
AP2M1	0.000000007500000
LRBA	0.000000340000000
PI16	0.002900000000000
POF1B	0.000000200000000
TPSB2	0.000016000000000
PILRA	0.000001500000000
EPPK1	0.000001200000000
AKAP12	0.000010000000000
AKAP13	0.000000014000000
EEA1	0.000000020000000
DOCK2	0.000000046000000
SHBG	0.009100000000000
RAPH1	0.000069000000000
BCAP31	0.000000170000000
CD81	0.000000400000000
LCP1	0.001800000000000
LCP2	0.000002900000000
CD84	0.000035000000000
CD86	0.000000160000000
THRAP3	0.000000059000000
SCG2	0.000000330000000
FUOM	0.000002000000000
SCG3	0.000003100000000
EEF1D	0.000001300000000
SCG5	0.000000100000000
SZRD1	0.000000017000000
EEF1G	0.000002500000000
CD8A	0.000000490000000
MZB1	0.000000350000000
PSMA1	0.000020000000000
PSMA2	0.000061000000000
PSMA3	0.000009700000000
PSMA4	0.000013000000000
PSMA5	0.000020000000000
PSMA6	0.000018000000000
ASNS	0.000000047000000
PSMA7	0.000022000000000
APP	0.000026000000000
GPC1	0.000009500000000
GPC3	0.000000027000000
PRSS23	0.000000440000000
DOK1	0.000000080000000
GPC4	0.000000190000000
PGK1	0.000170000000000
DOK2	0.000000220000000
GPC6	0.000000420000000
DOK3	0.000000240000000
PRSS27	0.000008700000000
FLG	0.000003800000000
CEP170	0.000000021000000
ACACA	0.000000110000000
DARS1	0.000000210000000
COL6A1	0.000250000000000
MANEA	0.000000140000000
COL6A2	0.000008200000000
COL6A3	0.001000000000000
CD93	0.000550000000000
COL6A6	0.000000700000000
CD96	0.000000085000000
SFRP1	0.000001300000000
CD99	0.000062000000000
SFRP4	0.000002500000000
C8A	0.006400000000000
C8B	0.006700000000000
CBR1	0.000012000000000
CBR3	0.000002800000000
CBR4	0.000000051000000
C8G	0.002800000000000
KHK	0.000000620000000
RRM1	0.000000140000000
RRM2	0.000000013000000
PRMT1	0.000000008500000
POGLUT2	0.000000044000000
KALRN	0.000000083000000
GPRC5C	0.000000015000000
CARM1	0.000000019000000
TKFC	0.000006800000000
PSMB1	0.000015000000000
PRMT5	0.000000045000000
PSMB2	0.000009700000000
PSMB3	0.000025000000000
SUOX	0.000000044000000
PSMB4	0.000012000000000
PSMB5	0.000006200000000
PSMB6	0.000001400000000
PSMB7	0.000002100000000
PSMB8	0.000002700000000
BPNT1	0.000000420000000
PSMB9	0.000000340000000
BPNT2	0.000000480000000
GPD1	0.000004700000000
IL2RA	0.000000410000000
GPD2	0.000000620000000
ESYT1	0.000000720000000
ESYT2	0.000000024000000
NAGA	0.000002200000000
IL2RG	0.000000013000000
COPS2	0.000000190000000
NAGK	0.000001000000000
SPTB	0.000007800000000
COPS3	0.000000038000000
GRPEL1	0.000000023000000
COPS4	0.000000100000000
COPS5	0.000000037000000
COPS6	0.000000110000000
COPS8	0.000000110000000
SLURP1	0.000007700000000
SLURP2	0.000003100000000
TPBG	0.000000310000000
PTX3	0.000001035000000
ACADM	0.000000930000000
PGLS	0.000007200000000
HNRNPA0	0.000000150000000
ITLN1	0.000148200000000
HNRNPA1	0.000009300000000
HNRNPA3	0.000001800000000
SSRP1	0.000000042000000
SYK	0.000000290000000
ASPH	0.000001100000000
HNRNPAB	0.000000460000000
ACSL1	0.000000044000000
ACSL3	0.000000037000000
KIT	0.000049000000000
ITGA11	0.000000260000000
LSAMP	0.000150000000000
ACSL4	0.000000016000000
UQCRC1	0.000000250000000
PSMC1	0.000000110000000
UQCRC2	0.000000180000000
PPP2R5D	0.000000029000000
PSMC2	0.000000190000000
ASPN	0.000002100000000
PSMC3	0.000000290000000
PSMC4	0.000000200000000
PSMC5	0.000000120000000
PSMC6	0.000000300000000
FN1	0.047000000000000
H4-16	0.000025000000000
SCIN	0.000002300000000
MCAM	0.001900000000000
CBSL	0.000000510000000
PGM1	0.000021000000000
PGM2	0.000001700000000
NCR3LG1	0.000000021000000
PGM3	0.000000220000000
PGM5	0.000000450000000
EPCAM	0.000000022000000
GART	0.000000300000000
IGKV6D-41	0.000032000000000
COL15A1	0.000028000000000
RECK	0.000064000000000
PF4	0.000007700000000
PM20D1	0.000003300000000
GAS1	0.000000027000000
PSMD1	0.000000230000000
PSMD2	0.000000430000000
GAS6	0.000006250000000
PSMD3	0.000003100000000
PSMD4	0.000000069000000
C6orf120	0.000000620000000
PSMD5	0.000000250000000
ASL	0.000012000000000
PCOLCE	0.001300000000000
PSMD6	0.000000120000000
PSMD7	0.000000190000000
PSMD9	0.000000500000000
CCAR2	0.000000019000000
ITGA2B	0.000090000000000
VCAM1	0.000960000000000
PITPNA	0.000000190000000
PITPNB	0.000000300000000
HAAO	0.000000580000000
DUSP14	0.000000079000000
GAST	0.000000087000000
GM2A	0.000019000000000
LRG1	0.031500000000000
FAM20A	0.000013000000000
FAM20B	0.000014000000000
HNMT	0.000000130000000
FAM20C	0.000240000000000
BDNF	0.000008012000000
TMED2	0.000000082000000
TMED4	0.000000024000000
TMED7	0.000000013000000
PSME1	0.000007500000000
TMED9	0.000000036000000
PSME2	0.000005900000000
AEBP1	0.000002700000000
BCL2L13	0.000000100000000
PSME3	0.000000460000000
DCBLD1	0.000022000000000
DCBLD2	0.000002200000000
PGD	0.000041000000000
PGF	0.000000021000000
SH3BGRL2	0.000002000000000
SH3BGRL3	0.000041000000000
PGP	0.000000250000000
GATM	0.000000600000000
FUT1	0.000000015000000
DUSP23	0.000000022000000
EEF2	0.000017000000000
FUT6	0.000000051000000
ALDH3A1	0.000000052000000
LHPP	0.000000820000000
ALDH3A2	0.000000032000000
IFNL1	0.000000097000000
IFNL3	0.000000001700000
DIAPH1	0.000002000000000
SMC2	0.000000026000000
SUCLG1	0.000000350000000
SMC3	0.000000630000000
SMC4	0.000000025000000
SUCLG2	0.000000300000000
SF3A1	0.000000087000000
SF3A2	0.000000043000000
ASS1	0.000006400000000
SF3A3	0.000000057000000
UCN	0.000000130000000
KLB	0.000000320000000
C1orf116	0.000000180000000
VAMP3	0.000000260000000
VAMP5	0.000000130000000
VAMP8	0.000000220000000
FHOD1	0.000001300000000
SULT2A1	0.000001200000000
PSMF1	0.000000160000000
CLMP	0.000000310000000
CHORDC1	0.000000160000000
HNRNPDL	0.000000330000000
FCMR	0.000005500000000
PHB	0.000000360000000
MPP1	0.000000650000000
STRAP	0.000000200000000
SCLY	0.000000300000000
PRRT3	0.000000083000000
GALNT10	0.000001100000000
GALNT12	0.000000047000000
MAP1A	0.000000055000000
IL1F10	0.000000220000000
MAP1B	0.000000180000000
GALNT14	0.000000027000000
GALNT15	0.000000040000000
GALNT16	0.000000370000000
GALNT18	0.000000300000000
FHIT	0.000000012000000
GPHN	0.000000006900000
RAP1GDS1	0.000000062000000
SF3B1	0.000000094000000
SF3B2	0.000000130000000
NIPSNAP3A	0.000000013000000
SF3B3	0.000000050000000
CLN5	0.000000470000000
SF3B4	0.000000036000000
FCN1	0.000568000000000
DDAH1	0.000000350000000
FCN2	0.004750000000000
SF3B6	0.000000011000000
