Gene Name	Concentration in g/L
GP1BA	0.001600000000000
DBH	0.001600000000000
CSF1R	0.001600000000000
ALCAM	0.001600000000000
MBL2	0.001550000000000
TNXB	0.001500000000000
LYZ	0.001500000000000
KRT75	0.001500000000000
IGLV3-9	0.001500000000000
IGLV2-8	0.001500000000000
IGKV2D-29	0.001500000000000
COMP	0.001500000000000
PPBP	0.001462500000000
CETP	0.001430000000000
HSPG2	0.001400000000000
GAPDH	0.001400000000000
F13A1	0.001400000000000
C1QC	0.001305000000000
TLN1	0.001300000000000
PIGR	0.001300000000000
PCOLCE	0.001300000000000
KRT7	0.001300000000000
CDH5	0.001300000000000
CD163	0.001250000000000
KRT77	0.001200000000000
IGLV3-19	0.001200000000000
IGHV5-10-1	0.001200000000000
IGHV1-69D	0.001200000000000
GGH	0.001200000000000
ENPP2	0.001200000000000
CD44	0.001200000000000
ANPEP	0.001200000000000
PROZ	0.001175000000000
NCAM1	0.001150600000000
ICAM1	0.001144000000000
RNASE1	0.001100000000000
IGLV3-22	0.001100000000000
IGHV1-69-2	0.001100000000000
PON3	0.001090000000000
IGKV2D-26	0.001000000000000
IGKV1D-17	0.001000000000000
COL6A3	0.001000000000000
APOC4	0.000990000000000
VNN1	0.000980000000000
PROCR	0.000980000000000
IGLV2-11	0.000980000000000
IGLV1-36	0.000980000000000
VCAM1	0.000960000000000
IGHV6-1	0.000930000000000
MMP2	0.000910000000000
IGF2	0.000905000000000
PRSS2	0.000890000000000
PEPD	0.000860000000000
IGLV3-12	0.000850000000000
IGKV3-7	0.000850000000000
IGKV2-24	0.000840000000000
ACTBL2	0.000830000000000
F7	0.000825000000000
PRDX2	0.000800000000000
HSPA5	0.000790000000000
NRP1	0.000780000000000
CAT	0.000760000000000
VCL	0.000750000000000
ICAM2	0.000730000000000
FLNA	0.000730000000000
PVR	0.000720000000000
PLXDC2	0.000720000000000
IGLV3-27	0.000720000000000
IGHV4-31	0.000710000000000
ADAMTS13	0.000710000000000
TNC	0.000700000000000
PRSS3	0.000700000000000
IGHV2-5	0.000700000000000
CCL28	0.000700000000000
KRT13	0.000680000000000
PTPRJ	0.000670000000000
TFRC	0.000669000000000
POSTN	0.000660000000000
PFN1	0.000660000000000
ALDOA	0.000640000000000
SPARCL1	0.000630000000000
IGLV8-61	0.000620000000000
KRT17	0.000610000000000
S100A9	0.000605500000000
KRT4	0.000600000000000
MASP2	0.000580000000000
IGLV2-18	0.000570000000000
CA2	0.000570000000000
FCN1	0.000568000000000
LDHB	0.000560000000000
IGHV7-4-1	0.000560000000000
GNPTG	0.000560000000000
ALDOB	0.000560000000000
IGFBP2	0.000555000000000
CRTAC1	0.000550000000000
CD93	0.000550000000000
ABI3BP	0.000550000000000
IGLV2-23	0.000540000000000
SELP	0.000520000000000
PTPRG	0.000520000000000
LAMP2	0.000520000000000
FBN1	0.000520000000000
THBS4	0.000510000000000
PCYOX1	0.000510000000000
MEGF8	0.000510000000000
HEG1	0.000510000000000
HBE1	0.000510000000000
SPP2	0.000480000000000
KRT15	0.000480000000000
MAN1A1	0.000460000000000
CNTN1	0.000450000000000
LCN2	0.000445000000000
KRT31	0.000440000000000
PPP1R9B	0.000420000000000
CRISP3	0.000420000000000
MYH9	0.000410000000000
DCD	0.000410000000000
NEO1	0.000390000000000
ICAM3	0.000390000000000
CACNA2D1	0.000390000000000
ROBO4	0.000380000000000
PLEK	0.000380000000000
NEGR1	0.000380000000000
IGKV1D-43	0.000380000000000
IGHV1-45	0.000380000000000
TPM4	0.000370000000000
MINPP1	0.000370000000000
LAMP1	0.000370000000000
IGKV1D-13	0.000370000000000
CTSD	0.000370000000000
CTBS	0.000370000000000
BLVRB	0.000370000000000
ANG	0.000360000000000
LTF	0.000350000000000
KRT33B	0.000350000000000
IL1RAP	0.000350000000000
IGLV3-16	0.000350000000000
C1QTNF6	0.000350000000000
LIPG	0.000330405000000
HSP90B1	0.000330000000000
DPEP2	0.000330000000000
TIMP1	0.000325000000000
CAMP	0.000324000000000
YWHAZ	0.000320000000000
IGLV4-69	0.000320000000000
IGFBP4	0.000320000000000
PKM	0.000310000000000
KRT76	0.000310000000000
ENO1	0.000310000000000
MPO	0.000302000000000
KRT24	0.000300000000000
KRT19	0.000300000000000
COL18A1	0.000290000000000
CFL1	0.000290000000000
SOD3	0.000280000000000
PCSK9	0.000280000000000
KRT3	0.000280000000000
ENG	0.000280000000000
TAGLN2	0.000270000000000
NAGLU	0.000270000000000
ITGB1	0.000270000000000
IGLV7-46	0.000270000000000
IGHV7-81	0.000270000000000
GP5	0.000270000000000
RARRES2	0.000267500000000
HEPHL1	0.000260000000000
LAMB1	0.000250000000000
IGKV6-21	0.000250000000000
IGFBP6	0.000250000000000
COL6A1	0.000250000000000
IGFBP5	0.000245000000000
HLA-C	0.000240000000000
GREM1	0.000240000000000
FAM20C	0.000240000000000
CDH13	0.000240000000000
C1QTNF7	0.000240000000000
AOC3	0.000240000000000
SERPINA11	0.000230000000000
RPS27A	0.000230000000000
PPIA	0.000230000000000
KRT80	0.000230000000000
KRT35	0.000220000000000
FAH	0.000220000000000
CR2	0.000220000000000
CADM1	0.000220000000000
IGF1	0.000215000000000
PRAP1	0.000210000000000
KRT32	0.000210000000000
CALR	0.000210000000000
C1QTNF9	0.000210000000000
ACTN1	0.000210000000000
RNASE2	0.000200000000000
PDIA3	0.000200000000000
OLFM1	0.000200000000000
MMRN1	0.000200000000000
CD55	0.000196000000000
CHGA	0.000195000000000
FGFBP2	0.000193000000000
S100A8	0.000190500000000
PEBP4	0.000190000000000
IGHV2-26	0.000190000000000
IGF2R	0.000190000000000
HLA-B	0.000190000000000
DPP4	0.000190000000000
CDHR5	0.000190000000000
BST1	0.000190000000000
ZYX	0.000180000000000
NECTIN1	0.000180000000000
LRP1	0.000180000000000
KRT36	0.000180000000000
HRNR	0.000180000000000
CD109	0.000180000000000
CCL25	0.000180000000000
TUBB	0.000170000000000
TPM3	0.000170000000000
TPI1	0.000170000000000
SLC3A2	0.000170000000000
RPL8	0.000170000000000
PGK1	0.000170000000000
OGN	0.000170000000000
MRC1	0.000170000000000
LDHA	0.000170000000000
KRT34	0.000170000000000
IGHV2-70	0.000170000000000
HLA-A	0.000170000000000
GFAP	0.000170000000000
FTL	0.000170000000000
CYCS	0.000170000000000
CNTN4	0.000170000000000
CKM	0.000170000000000
CFHR4	0.000170000000000
ANGPTL3	0.000170000000000
ADAMTSL2	0.000170000000000
TUBA1C	0.000160000000000
SVEP1	0.000160000000000
PTPRF	0.000160000000000
NOTCH2	0.000160000000000
KRT86	0.000160000000000
KRT38	0.000160000000000
KRT33A	0.000160000000000
IL6ST	0.000160000000000
IGLV5-45	0.000160000000000
FERMT3	0.000160000000000
CDH2	0.000160000000000
BMP4	0.000160000000000
ATRNL1	0.000160000000000
C1QTNF1	0.000155020000000
FLT4	0.000155000000000
VNN3	0.000150000000000
TKT	0.000150000000000
PTPRS	0.000150000000000
NID1	0.000150000000000
LSAMP	0.000150000000000
ALDOC	0.000150000000000
PLA2G7	0.000148700000000
ITLN1	0.000148200000000
TPM2	0.000140000000000
MET	0.000140000000000
LILRA2	0.000140000000000
KRT18	0.000140000000000
HSPA8	0.000140000000000
H6PD	0.000140000000000
DSG2	0.000140000000000
CCN3	0.000136400000000
ACE	0.000135000000000
TUBA4A	0.000130000000000
SIRPA	0.000130000000000
PTPRM	0.000130000000000
MSN	0.000130000000000
KRT83	0.000130000000000
KRT81	0.000130000000000
KRT74	0.000130000000000
ISLR	0.000130000000000
IGLV7-43	0.000130000000000
ICOSLG	0.000130000000000
HYOU1	0.000130000000000
DSG1	0.000130000000000
COLEC11	0.000130000000000
CNTN3	0.000130000000000
CEACAM1	0.000130000000000
APMAP	0.000130000000000
GRN	0.000125000000000
TPM1	0.000120000000000
PRDX6	0.000120000000000
PLXND1	0.000120000000000
PLS3	0.000120000000000
PGAM1	0.000120000000000
NCAM2	0.000120000000000
IGLV4-60	0.000120000000000
IGHV1-58	0.000120000000000
GSTO1	0.000120000000000
FCRL5	0.000117500000000
C1QTNF5	0.000110750000000
TUBB4A	0.000110000000000
TIMP2	0.000110000000000
PRDX1	0.000110000000000
PECAM1	0.000110000000000
P4HB	0.000110000000000
NRCAM	0.000110000000000
MFAP4	0.000110000000000
MAN2A1	0.000110000000000
KRT85	0.000110000000000
KRT71	0.000110000000000
IGHV2-70D	0.000110000000000
IGFBP7	0.000110000000000
CPA1	0.000110000000000
ADGRG6	0.000110000000000
ADAMTSL4	0.000110000000000
CHI3L1	0.000102500000000
SRGN	0.000100000000000
PRG2	0.000100000000000
LAMC1	0.000100000000000
HLA-E	0.000100000000000
GOT1	0.000100000000000
DSP	0.000100000000000
CTSB	0.000100000000000
B3GNT2	0.000099000000000
PAM	0.000098000000000
MYH1	0.000098000000000
YWHAB	0.000097000000000
B4GALT1	0.000097000000000
STAB1	0.000096000000000
MEGF9	0.000096000000000
LTBP1	0.000096000000000
PLXNB1	0.000095000000000
SELE	0.000094050000000
LILRA1	0.000094000000000
PDLIM1	0.000093000000000
CD34	0.000093000000000
SPP1	0.000091500000000
ITGA2B	0.000090000000000
TUBB3	0.000089000000000
SBSN	0.000089000000000
SSC5D	0.000088000000000
PSAP	0.000088000000000
LMAN2	0.000088000000000
CTSZ	0.000088000000000
CPB1	0.000088000000000
CAVIN2	0.000088000000000
TUBB1	0.000087000000000
TIE1	0.000087000000000
C1orf56	0.000087000000000
MYH4	0.000086000000000
LTA4H	0.000086000000000
GPI	0.000086000000000
ENO3	0.000086000000000
CLSTN1	0.000086000000000
CEACAM6	0.000086000000000
OSCAR	0.000084000000000
MMRN2	0.000084000000000
DAG1	0.000084000000000
YWHAE	0.000083000000000
FAP	0.000083000000000
ESAM	0.000082000000000
EEF1A1	0.000082000000000
CST6	0.000082000000000
MYH2	0.000081000000000
GSR	0.000081000000000
GOLM1	0.000081000000000
BPGM	0.000081000000000
TUBA8	0.000080000000000
SFTPB	0.000080000000000
MADCAM1	0.000080000000000
HBZ	0.000080000000000
EXTL2	0.000080000000000
COL1A1	0.000080000000000
TFF3	0.000078250000000
TMEM132C	0.000078000000000
PLXNB2	0.000078000000000
PAPPA	0.000078000000000
FGFR1	0.000078000000000
CDH1	0.000078000000000
IGHE	0.000077000000000
AMY2B	0.000077000000000
SERPINE1	0.000076500000000
MB	0.000076500000000
AFP	0.000076500000000
PAPLN	0.000076000000000
PSG1	0.000075000000000
CALM1	0.000075000000000
MEGF10	0.000073000000000
CAP1	0.000073000000000
TFPI	0.000072500000000
HSP90AA1	0.000071000000000
ACTN4	0.000071000000000
SLC38A10	0.000070000000000
KRT78	0.000070000000000
AMY1C	0.000070000000000
AMY1B	0.000070000000000
AMY1A	0.000070000000000
SPARC	0.000069150000000
RAPH1	0.000069000000000
OAF	0.000069000000000
GSTP1	0.000069000000000
CRHBP	0.000069000000000
REG1A	0.000068000000000
PSG3	0.000067000000000
L1CAM	0.000067000000000
KRT84	0.000067000000000
AKR1B10	0.000067000000000
YWHAG	0.000066000000000
PIP	0.000066000000000
APOA5	0.000065500000000
PSG6	0.000065000000000
MERTK	0.000065000000000
LILRB2	0.000065000000000
RECK	0.000064000000000
JUP	0.000064000000000
IGDCC4	0.000064000000000
WDR1	0.000063000000000
HSPA2	0.000063000000000
HSP90AB1	0.000063000000000
BASP1	0.000063000000000
PEAR1	0.000062000000000
CD99	0.000062000000000
SEMA4B	0.000061000000000
RNASE4	0.000061000000000
PSMA2	0.000061000000000
ARHGDIB	0.000061000000000
UMOD	0.000060500000000
RLN3	0.000060000000000
MYL6	0.000060000000000
FUCA1	0.000060000000000
VSIG4	0.000059000000000
SELENBP1	0.000059000000000
PSG4	0.000058000000000
PNP	0.000058000000000
NTM	0.000058000000000
LILRB5	0.000058000000000
CD59	0.000058000000000
ALDH1A1	0.000058000000000
ADA2	0.000058000000000
FGL1	0.000057000000000
B4GAT1	0.000057000000000
B3GNT8	0.000057000000000
PLS1	0.000056000000000
FUCA2	0.000056000000000
SOD2	0.000055000000000
PSG8	0.000055000000000
PRKCSH	0.000055000000000
LAMA2	0.000055000000000
ENPEP	0.000055000000000
ENO2	0.000055000000000
EEF1A2	0.000055000000000
CNTFR	0.000055000000000
ADGRF5	0.000055000000000
IGLV10-54	0.000054000000000
NPC2	0.000053000000000
MYH8	0.000053000000000
HSPA1L	0.000053000000000
GDI2	0.000053000000000
CA3	0.000053000000000
TUBB6	0.000052000000000
OIT3	0.000052000000000
MMP9	0.000052000000000
PEBP1	0.000051000000000
OSMR	0.000051000000000
CPQ	0.000051000000000
TGFBR3	0.000050000000000
HLA-G	0.000050000000000
YWHAQ	0.000049000000000
WARS1	0.000049000000000
TXNDC15	0.000049000000000
MDH1	0.000049000000000
KIT	0.000049000000000
FAM3C	0.000048000000000
CSPG4	0.000048000000000
CALML5	0.000048000000000
ART3	0.000048000000000
SOD1	0.000047500000000
HSPA1A	0.000047000000000
DMKN	0.000047000000000
CFL2	0.000047000000000
EGFR	0.000046350000000
TLN2	0.000046000000000
NOTCH3	0.000046000000000
FCGR2A	0.000046000000000
ATF6B	0.000046000000000
ATF6	0.000046000000000
FABP1	0.000045000000000
CORO1A	0.000045000000000
SIRPB1	0.000044000000000
MANSC1	0.000044000000000
GP6	0.000044000000000
CCK	0.000044000000000
ALAD	0.000044000000000
TREML1	0.000043000000000
SPINK5	0.000043000000000
PSG9	0.000043000000000
MYH7	0.000043000000000
MAN2A2	0.000043000000000
ITGA2	0.000043000000000
IGLV9-49	0.000043000000000
CD248	0.000043000000000
YWHAH	0.000042000000000
PRCP	0.000042000000000
EZR	0.000042000000000
BLMH	0.000042000000000
AXL	0.000042000000000
CHIT1	0.000041500000000
SH3BGRL3	0.000041000000000
PSG2	0.000041000000000
PGD	0.000041000000000
NECTIN3	0.000041000000000
MELTF	0.000041000000000
IL22RA2	0.000041000000000
IGKV1D-42	0.000041000000000
PSG11	0.000040000000000
HEXB	0.000040000000000
CES1	0.000040000000000
PDGFRB	0.000039000000000
INSL5	0.000039000000000
EXT2	0.000039000000000
CCDC126	0.000039000000000
CALD1	0.000039000000000
ADH1B	0.000039000000000
SEMA7A	0.000038000000000
RDX	0.000038000000000
PLA2G15	0.000038000000000
PGAM2	0.000038000000000
ITGB3	0.000038000000000
CKB	0.000038000000000
C1QTNF12	0.000038000000000
ADH1A	0.000038000000000
PDE3A	0.000037000000000
MRC2	0.000036000000000
AGA	0.000036000000000
VIM	0.000035000000000
PGLYRP1	0.000035000000000
PARK7	0.000035000000000
FBLN2	0.000035000000000
CD84	0.000035000000000
ACTR2	0.000035000000000
VCP	0.000034000000000
TNN	0.000034000000000
MYL9	0.000034000000000
KRTDAP	0.000034000000000
FSTL1	0.000034000000000
C1QTNF3	0.000034000000000
SDC1	0.000033050000000
RSU1	0.000033000000000
PPIB	0.000033000000000
PODXL	0.000033000000000
GPNMB	0.000033000000000
CR1	0.000033000000000
VASP	0.000032000000000
TIMD4	0.000032000000000
REG1B	0.000032000000000
IGKV6D-41	0.000032000000000
EPHA1	0.000032000000000
COL3A1	0.000032000000000
PDCD1LG2	0.000031000000000
GDI1	0.000031000000000
ADH1C	0.000031000000000
CCL18	0.000030700000000
PRL	0.000030600000000
TPR	0.000030000000000
RELN	0.000030000000000
MARCO	0.000030000000000
KRT20	0.000030000000000
ILK	0.000030000000000
IL6R	0.000030000000000
ERAP1	0.000030000000000
COLEC10	0.000030000000000
TALDO1	0.000029000000000
SFN	0.000029000000000
NRP2	0.000029000000000
NOTCH1	0.000029000000000
MYH3	0.000029000000000
MYH13	0.000029000000000
MGP	0.000029000000000
KRT82	0.000029000000000
APOL2	0.000029000000000
SNCA	0.000028000000000
MYH10	0.000028000000000
GSTA1	0.000028000000000
GSS	0.000028000000000
CTSA	0.000028000000000
CSTA	0.000028000000000
COL15A1	0.000028000000000
ADAMTSL1	0.000028000000000
ADAMDEC1	0.000028000000000
SNED1	0.000027000000000
RTN4RL2	0.000027000000000
PRB3	0.000027000000000
NUCB1	0.000027000000000
KPRP	0.000027000000000
HMCN2	0.000027000000000
DSC1	0.000027000000000
DPEP3	0.000027000000000
COL1A2	0.000027000000000
IGFBP1	0.000026500000000
SMPDL3A	0.000026000000000
ITGA5	0.000026000000000
HPD	0.000026000000000
FLNC	0.000026000000000
CUTA	0.000026000000000
APP	0.000026000000000
PSMB3	0.000025000000000
PRB2	0.000025000000000
MYOC	0.000025000000000
MYH6	0.000025000000000
LAMB2	0.000025000000000
JAG1	0.000025000000000
H4C9	0.000025000000000
H4C8	0.000025000000000
H4C6	0.000025000000000
H4C5	0.000025000000000
H4C4	0.000025000000000
H4C3	0.000025000000000
H4C2	0.000025000000000
H4C15	0.000025000000000
H4C14	0.000025000000000
H4C13	0.000025000000000
H4C12	0.000025000000000
H4C11	0.000025000000000
H4C1	0.000025000000000
H4-16	0.000025000000000
F8	0.000025000000000
ACTR3	0.000025000000000
ACTN2	0.000025000000000
SIGLEC14	0.000024000000000
SERPINB1	0.000024000000000
PTPRC	0.000024000000000
PARVB	0.000024000000000
FCGRT	0.000024000000000
DSC2	0.000024000000000
CA6	0.000024000000000
AK1	0.000024000000000
FGL2	0.000023400000000
REG3A	0.000023000000000
MYH11	0.000023000000000
LDLR	0.000023000000000
IHH	0.000023000000000
GLUD1	0.000023000000000
GANAB	0.000023000000000
CTSS	0.000023000000000
CEACAM5	0.000023000000000
ACY1	0.000023000000000
SLC4A1	0.000022000000000
RNH1	0.000022000000000
PSMA7	0.000022000000000
PSG5	0.000022000000000
GGT5	0.000022000000000
FABP4	0.000022000000000
DCBLD1	0.000022000000000
CLIC1	0.000022000000000
CILP2	0.000022000000000
CHAD	0.000022000000000
ADGRG2	0.000022000000000
CCL14	0.000021100000000
THBS2	0.000021000000000
PRH2	0.000021000000000
PGM1	0.000021000000000
OMD	0.000021000000000
NME1	0.000021000000000
MYL1	0.000021000000000
LILRA6	0.000021000000000
KCTD12	0.000021000000000
INHBC	0.000021000000000
HMBS	0.000021000000000
FLG2	0.000021000000000
FBP1	0.000021000000000
CALU	0.000021000000000
ARHGDIA	0.000021000000000
SPON1	0.000020000000000
PTPRD	0.000020000000000
PSMA5	0.000020000000000
PSMA1	0.000020000000000
NTRK2	0.000020000000000
HEXA	0.000020000000000
FLNB	0.000020000000000
CD226	0.000020000000000
AGRN	0.000020000000000
ADH4	0.000020000000000
TCN2	0.000019000000000
STC2	0.000019000000000
NTRK3	0.000019000000000
MARCKS	0.000019000000000
HSPB1	0.000019000000000
GM2A	0.000019000000000
GLIPR2	0.000019000000000
FIBCD1	0.000019000000000
CTSC	0.000019000000000
CRELD1	0.000019000000000
BIN2	0.000019000000000
ATP5F1B	0.000019000000000
ANXA2	0.000019000000000
AKR1C3	0.000019000000000
S100A12	0.000018650000000
PSMA6	0.000018000000000
LMAN1	0.000018000000000
LEP	0.000018000000000
HSPD1	0.000018000000000
GUCA2A	0.000018000000000
GKN1	0.000018000000000
DKK3	0.000018000000000
BCAM	0.000018000000000
SLPI	0.000017800000000
IL1R2	0.000017050000000
TYRO3	0.000017000000000
SUSD5	0.000017000000000
POMGNT1	0.000017000000000
PLXDC1	0.000017000000000
MSLN	0.000017000000000
IL13RA1	0.000017000000000
IDS	0.000017000000000
GPT	0.000017000000000
EXT1	0.000017000000000
EEF2	0.000017000000000
CTSL	0.000017000000000
CAST	0.000017000000000
ART4	0.000017000000000
ACAN	0.000017000000000
HTRA1	0.000016300000000
LECT2	0.000016150000000
ANGPT1	0.000016055000000
TXN	0.000016000000000
TTN	0.000016000000000
TPSB2	0.000016000000000
STOM	0.000016000000000
SECTM1	0.000016000000000
ROBO1	0.000016000000000
PYGL	0.000016000000000
LILRB3	0.000016000000000
IDH1	0.000016000000000
CD276	0.000016000000000
CAPZA1	0.000016000000000
NPY	0.000015510500000
TNFRSF10C	0.000015000000000
RNASET2	0.000015000000000
PSMB1	0.000015000000000
PDIA6	0.000015000000000
PDIA4	0.000015000000000
MANBA	0.000015000000000
MAN2B2	0.000015000000000
LGALS1	0.000015000000000
KRTAP4-6	0.000015000000000
HLA-F	0.000015000000000
GYPA	0.000015000000000
FOLR2	0.000015000000000
EHD3	0.000015000000000
COL5A1	0.000015000000000
CDON	0.000015000000000
UBA1	0.000014000000000
THY1	0.000014000000000
TGM3	0.000014000000000
S100A7	0.000014000000000
PYGB	0.000014000000000
PTPRB	0.000014000000000
PRR4	0.000014000000000
PNLIP	0.000014000000000
PCDH12	0.000014000000000
MTPN	0.000014000000000
MDH2	0.000014000000000
LTBP2	0.000014000000000
IGLV5-37	0.000014000000000
HSPA4	0.000014000000000
FAM20B	0.000014000000000
FABP5	0.000014000000000
CLTC	0.000014000000000
ASGR2	0.000014000000000
ADAM12	0.000014000000000
ACAT2	0.000014000000000
GHR	0.000013100000000
